idx,t_rel_s,latency_s,status,ttft_s
603,125.2866,0.0861,ok,0.0107
604,125.4299,0.1083,ok,0.0116
605,125.7146,0.0833,ok,0.0114
606,125.8581,0.1403,ok,0.0115
607,126.0006,0.0720,ok,0.0109
608,126.1449,0.0931,ok,0.0107
609,126.2863,0.0835,ok,0.0103
610,126.4300,0.0981,ok,0.0127
611,126.5714,0.0853,ok,0.0209
612,126.7149,0.1132,ok,0.0453
613,126.8573,0.1025,ok,0.0112
614,127.0010,0.1108,ok,0.0132
615,127.1441,0.0638,ok,0.0117
616,127.2871,0.0526,ok,0.0103
617,127.4300,0.1106,ok,0.0280
618,127.5718,0.0950,ok,0.0114
619,127.7150,0.0576,ok,0.0112
620,127.8579,0.0817,ok,0.0112
621,128.0008,0.1364,ok,0.0123
622,128.1434,0.0731,ok,0.0105
623,128.4313,0.1050,ok,0.0408
624,128.5716,0.1211,ok,0.0118
625,128.7149,0.1125,ok,0.0106
626,128.8577,0.0853,ok,0.0107
627,129.0004,0.0802,ok,0.0124
628,129.1439,0.0947,ok,0.0314
629,129.2868,0.0782,ok,0.0114
630,129.4292,0.1213,ok,0.0110
631,129.7148,0.0810,ok,0.0113
632,129.8580,0.0848,ok,0.0106
633,130.0011,0.0807,ok,0.0161
634,130.1441,0.0978,ok,0.0349
635,130.2862,0.0928,ok,0.0109
636,130.4293,0.1264,ok,0.0140
637,130.5719,0.0646,ok,0.0132
638,130.7149,0.1180,ok,0.0122
639,130.8572,0.0841,ok,0.0114
640,131.0015,0.0728,ok,0.0114
641,131.1435,0.1100,ok,0.0368
642,131.2867,0.1094,ok,0.0108
643,131.4294,0.1301,ok,0.0144
644,131.5717,0.0604,ok,0.0113
645,131.7144,0.1013,ok,0.0112
646,131.8580,0.0838,ok,0.0276
647,132.0021,0.0561,ok,0.0128
648,132.1435,0.0827,ok,0.0117
649,132.2865,0.1028,ok,0.0113
650,132.4295,0.1414,ok,0.0116
651,132.5710,0.1243,ok,0.0114
652,132.7146,0.0920,ok,0.0112
653,132.8578,0.0976,ok,0.0110
654,133.0006,0.0113,ok,0.0113
655,133.1443,0.0529,ok,0.0199
656,133.2866,0.0426,ok,0.0113
657,133.4295,0.0565,ok,0.0112
658,133.5713,0.0753,ok,0.0109
659,133.7149,0.0927,ok,0.0111
660,133.8580,0.0882,ok,0.0107
661,134.0005,0.1041,ok,0.0311
662,134.1439,0.0977,ok,0.0140
663,134.2870,0.1024,ok,0.0112
664,134.4296,0.1354,ok,0.0108
665,134.5712,0.0471,ok,0.0106
666,134.7146,0.0751,ok,0.0130
667,134.8581,0.0539,ok,0.0267
668,135.1434,0.0829,ok,0.0110
669,135.2866,0.1026,ok,0.0115
670,135.4294,0.1153,ok,0.0109
671,135.5720,0.0728,ok,0.0116
672,135.7150,0.0519,ok,0.0118
673,135.8582,0.0661,ok,0.0131
674,136.0033,0.1115,ok,0.0419
675,136.1441,0.0990,ok,0.0108
676,136.2863,0.1399,ok,0.0111
677,136.4294,0.0632,ok,0.0099
678,136.5719,0.0842,ok,0.0119
679,136.7145,0.0898,ok,0.0165
680,137.1438,0.1103,ok,0.0111
681,137.2864,0.1206,ok,0.0125
682,137.4292,0.0968,ok,0.0116
683,137.5713,0.1306,ok,0.0186
684,137.7160,0.1241,ok,0.0111
685,137.8574,0.0984,ok,0.0120
686,138.0010,0.0735,ok,0.0109
687,138.1438,0.0836,ok,0.0108
688,138.4298,0.1064,ok,0.0120
689,138.5715,0.0815,ok,0.0168
690,138.7141,0.0950,ok,0.0324
691,138.8573,0.0952,ok,0.0272
